#E_pot  E_kin  T  P
-5.972638e-05 7.640649e+02 3.063196e+02 8.458397e+02
-6.058670e-05 7.901138e+02 3.167628e+02 8.746765e+02
-6.117426e-05 8.156370e+02 3.269953e+02 9.029314e+02
-6.166872e-05 7.884095e+02 3.160795e+02 8.727898e+02
-6.228891e-05 7.628353e+02 3.058266e+02 8.444785e+02
-6.319587e-05 7.676452e+02 3.077550e+02 8.498033e+02
-6.478111e-05 7.500352e+02 3.006950e+02 8.303086e+02
-6.622973e-05 7.426361e+02 2.977286e+02 8.221175e+02
-6.748224e-05 7.426030e+02 2.977154e+02 8.220809e+02
-6.992641e-05 7.395812e+02 2.965039e+02 8.187356e+02
-7.269172e-05 7.015014e+02 2.812374e+02 7.765803e+02
-7.547818e-05 7.248992e+02 2.906178e+02 8.024822e+02
-8.006753e-05 7.261333e+02 2.911125e+02 8.038485e+02
-8.596835e-05 7.239621e+02 2.902421e+02 8.014449e+02
-9.146350e-05 7.631009e+02 3.059332e+02 8.447726e+02
-9.502050e-05 7.833256e+02 3.140414e+02 8.671618e+02
-9.630860e-05 7.639746e+02 3.062834e+02 8.457398e+02
-9.578792e-05 7.593973e+02 3.044484e+02 8.406726e+02
-9.490234e-05 7.909934e+02 3.171155e+02 8.756503e+02
-9.320342e-05 7.585931e+02 3.041259e+02 8.397824e+02
-8.936956e-05 7.572604e+02 3.035916e+02 8.383070e+02
-8.459720e-05 7.162672e+02 2.871571e+02 7.929265e+02
-7.972589e-05 7.456399e+02 2.989329e+02 8.254428e+02
-7.497841e-05 7.503840e+02 3.008348e+02 8.306946e+02
-7.034688e-05 7.143130e+02 2.863737e+02 7.907631e+02
-6.648073e-05 6.759038e+02 2.709751e+02 7.482431e+02
-6.313699e-05 6.618091e+02 2.653245e+02 7.326399e+02
-6.006046e-05 6.526792e+02 2.616642e+02 7.225328e+02
-5.746249e-05 6.805200e+02 2.728258e+02 7.533533e+02
-5.529260e-05 6.530132e+02 2.617981e+02 7.229026e+02
-5.363190e-05 6.607525e+02 2.649009e+02 7.314702e+02
-5.249858e-05 6.774533e+02 2.715963e+02 7.499584e+02
-5.228549e-05 6.926266e+02 2.776794e+02 7.667556e+02
-5.304960e-05 7.178164e+02 2.877782e+02 7.946415e+02
-5.339308e-05 6.968779e+02 2.793838e+02 7.714620e+02
-5.313849e-05 7.106126e+02 2.848902e+02 7.866667e+02
-5.323552e-05 7.098386e+02 2.845799e+02 7.858099e+02
-5.344699e-05 7.072353e+02 2.835362e+02 7.829279e+02
-5.327547e-05 7.387089e+02 2.961542e+02 8.177699e+02
-5.322397e-05 7.119768e+02 2.854371e+02 7.881768e+02
-5.389897e-05 7.303171e+02 2.927898e+02 8.084800e+02
-5.386489e-05 7.350624e+02 2.946923e+02 8.137332e+02
-5.360545e-05 7.247541e+02 2.905596e+02 8.023217e+02
-5.377376e-05 7.537869e+02 3.021991e+02 8.344617e+02
-5.386237e-05 7.394738e+02 2.964608e+02 8.186168e+02
-5.464666e-05 7.534915e+02 3.020806e+02 8.341347e+02
-5.597158e-05 7.609803e+02 3.050830e+02 8.424250e+02
-5.797881e-05 7.390269e+02 2.962817e+02 8.181220e+02
-6.054253e-05 6.938510e+02 2.781703e+02 7.681111e+02
-6.211439e-05 6.819293e+02 2.733908e+02 7.549135e+02
-6.224049e-05 7.280613e+02 2.918855e+02 8.059829e+02
-6.201666e-05 7.454239e+02 2.988463e+02 8.252037e+02
-6.122037e-05 7.667698e+02 3.074040e+02 8.488342e+02
-5.926622e-05 7.485893e+02 3.001153e+02 8.287078e+02
-5.787440e-05 7.508656e+02 3.010279e+02 8.312278e+02
-5.815851e-05 7.443943e+02 2.984335e+02 8.240639e+02
-5.858867e-05 7.509719e+02 3.010705e+02 8.313455e+02
-5.899287e-05 8.233575e+02 3.300905e+02 9.114782e+02
-6.034256e-05 7.713848e+02 3.092542e+02 8.539431e+02
-6.163433e-05 7.152179e+02 2.867365e+02 7.917648e+02
-6.278166e-05 7.062666e+02 2.831478e+02 7.818555e+02
-6.397689e-05 7.079856e+02 2.838370e+02 7.837585e+02
-6.564914e-05 7.230179e+02 2.898636e+02 8.003997e+02
-6.875331e-05 7.644743e+02 3.064837e+02 8.462929e+02
-7.254081e-05 7.108197e+02 2.849732e+02 7.868960e+02
-7.703066e-05 7.186769e+02 2.881232e+02 7.955940e+02
-8.034003e-05 7.294820e+02 2.924551e+02 8.075556e+02
-8.083499e-05 7.249045e+02 2.906199e+02 8.024881e+02
-8.175908e-05 7.163024e+02 2.871713e+02 7.929655e+02
-8.363106e-05 7.205971e+02 2.888930e+02 7.977198e+02
-8.559287e-05 7.352336e+02 2.947609e+02 8.139227e+02
-8.729027e-05 7.591918e+02 3.043660e+02 8.404451e+02
-8.806300e-05 8.068538e+02 3.234740e+02 8.932081e+02
-8.785646e-05 7.629655e+02 3.058789e+02 8.446227e+02
-8.627333e-05 7.676587e+02 3.077604e+02 8.498182e+02
-8.471531e-05 7.253564e+02 2.908011e+02 8.029884e+02
-8.307970e-05 7.741859e+02 3.103772e+02 8.570439e+02
-8.082333e-05 7.680687e+02 3.079248e+02 8.502720e+02
-7.855722e-05 7.244574e+02 2.904406e+02 8.019932e+02
-7.642803e-05 7.367796e+02 2.953807e+02 8.156342e+02
-7.605784e-05 7.412925e+02 2.971900e+02 8.206301e+02
-7.746841e-05 8.019426e+02 3.215051e+02 8.877713e+02
-7.915196e-05 8.147718e+02 3.266484e+02 9.019736e+02
-8.128841e-05 7.651778e+02 3.067658e+02 8.470718e+02
-8.371855e-05 7.716622e+02 3.093654e+02 8.542501e+02
-8.605824e-05 7.541404e+02 3.023408e+02 8.348531e+02
-8.762620e-05 7.246955e+02 2.905361e+02 8.022568e+02
-8.823124e-05 7.072941e+02 2.835598e+02 7.829930e+02
-8.839235e-05 6.926509e+02 2.776892e+02 7.667826e+02
-8.796032e-05 7.028862e+02 2.817926e+02 7.781134e+02
-8.689800e-05 7.383360e+02 2.960047e+02 8.173572e+02
-8.573270e-05 7.568159e+02 3.034134e+02 8.378149e+02
-8.526251e-05 7.266866e+02 2.913343e+02 8.044610e+02
-8.559270e-05 7.541965e+02 3.023633e+02 8.349152e+02
-8.663540e-05 7.241960e+02 2.903359e+02 8.017039e+02
-8.804481e-05 7.398004e+02 2.965918e+02 8.189783e+02
-8.951757e-05 7.454190e+02 2.988443e+02 8.251983e+02
-9.223300e-05 7.613928e+02 3.052483e+02 8.428816e+02
-9.495715e-05 7.624430e+02 3.056694e+02 8.440442e+02
-9.627858e-05 7.289334e+02 2.922351e+02 8.069483e+02
-9.623933e-05 7.608296e+02 3.050226e+02 8.422582e+02
-9.495435e-05 7.879842e+02 3.159090e+02 8.723190e+02
-9.443934e-05 7.650532e+02 3.067158e+02 8.469338e+02
-9.526295e-05 7.488710e+02 3.002283e+02 8.290198e+02
-9.580194e-05 7.320907e+02 2.935009e+02 8.104435e+02
