#E_pot  E_kin  T  P
-2.398693e-04 1.485676e+03 5.956191e+02 1.644682e+03
-2.077001e-04 1.428822e+03 5.728260e+02 1.581743e+03
-1.896287e-04 1.461236e+03 5.858212e+02 1.617627e+03
-1.793357e-04 1.418325e+03 5.686176e+02 1.570123e+03
-1.742545e-04 1.476615e+03 5.919867e+02 1.634652e+03
-1.739749e-04 1.485311e+03 5.954730e+02 1.644278e+03
-1.817222e-04 1.498681e+03 6.008329e+02 1.659079e+03
-1.946934e-04 1.370204e+03 5.493255e+02 1.516851e+03
-2.053979e-04 1.414837e+03 5.672194e+02 1.566262e+03
-2.053501e-04 1.368611e+03 5.486870e+02 1.515088e+03
-2.029984e-04 1.332014e+03 5.340148e+02 1.474574e+03
-2.087319e-04 1.298116e+03 5.204250e+02 1.437048e+03
-2.124118e-04 1.302288e+03 5.220976e+02 1.441667e+03
-2.101218e-04 1.378840e+03 5.527878e+02 1.526412e+03
-2.068622e-04 1.428487e+03 5.726915e+02 1.581372e+03
-2.029204e-04 1.483433e+03 5.947200e+02 1.642199e+03
-1.985059e-04 1.480843e+03 5.936815e+02 1.639332e+03
-1.955720e-04 1.476891e+03 5.920973e+02 1.634957e+03
-1.977438e-04 1.451755e+03 5.820199e+02 1.607130e+03
-2.044184e-04 1.481382e+03 5.938975e+02 1.639928e+03
-2.112784e-04 1.484413e+03 5.951127e+02 1.643284e+03
-2.101201e-04 1.472380e+03 5.902885e+02 1.629962e+03
-2.047311e-04 1.475669e+03 5.916072e+02 1.633604e+03
-2.013875e-04 1.519335e+03 6.091135e+02 1.681944e+03
-1.997299e-04 1.475258e+03 5.914425e+02 1.633149e+03
-2.082916e-04 1.464297e+03 5.870482e+02 1.621015e+03
-2.244690e-04 1.448421e+03 5.806834e+02 1.603440e+03
-2.323547e-04 1.378778e+03 5.527630e+02 1.526343e+03
-2.306903e-04 1.360362e+03 5.453799e+02 1.505956e+03
-2.211152e-04 1.378116e+03 5.524977e+02 1.525611e+03
-2.120353e-04 1.337878e+03 5.363657e+02 1.481065e+03
