#E_pot  E_kin  T  P
-4.830259e-04 1.860320e+03 2.983267e+02 2.059422e+03
-4.897409e-04 1.926885e+03 3.090014e+02 2.133112e+03
-5.050739e-04 1.928997e+03 3.093399e+02 2.135449e+03
-5.413273e-04 1.922984e+03 3.083757e+02 2.128793e+03
-5.867258e-04 1.977283e+03 3.170833e+02 2.188904e+03
-6.177477e-04 2.032068e+03 3.258688e+02 2.249552e+03
-6.341261e-04 2.014331e+03 3.230245e+02 2.229917e+03
-6.483097e-04 2.009351e+03 3.222258e+02 2.224403e+03
-6.690303e-04 2.001533e+03 3.209721e+02 2.215749e+03
-6.809913e-04 2.031769e+03 3.258208e+02 2.249221e+03
-6.743209e-04 2.067389e+03 3.315330e+02 2.288653e+03
-6.681587e-04 2.083715e+03 3.341511e+02 2.306727e+03
-6.524853e-04 2.047507e+03 3.283447e+02 2.266644e+03
-6.328609e-04 2.013337e+03 3.228650e+02 2.228816e+03
-6.146814e-04 2.000368e+03 3.207852e+02 2.214459e+03
-5.899978e-04 2.007275e+03 3.218929e+02 2.222106e+03
-5.716881e-04 1.950758e+03 3.128297e+02 2.159540e+03
-5.671694e-04 1.946372e+03 3.121263e+02 2.154684e+03
-5.638605e-04 1.907940e+03 3.059632e+02 2.112139e+03
-5.408230e-04 1.879164e+03 3.013486e+02 2.080283e+03
-5.014586e-04 1.788995e+03 2.868889e+02 1.980464e+03
-4.651173e-04 1.831663e+03 2.937312e+02 2.027699e+03
-4.413495e-04 1.886930e+03 3.025940e+02 2.088881e+03
-4.269844e-04 1.895512e+03 3.039702e+02 2.098381e+03
-4.132966e-04 1.841085e+03 2.952422e+02 2.038129e+03
-3.994248e-04 1.873076e+03 3.003723e+02 2.073544e+03
-3.906786e-04 1.887327e+03 3.026577e+02 2.089320e+03
-3.876278e-04 1.849060e+03 2.965211e+02 2.046958e+03
-3.912751e-04 1.851185e+03 2.968619e+02 2.049310e+03
-4.004640e-04 1.776797e+03 2.849327e+02 1.966961e+03
-4.090526e-04 1.770033e+03 2.838480e+02 1.959472e+03
-4.170708e-04 1.746637e+03 2.800962e+02 1.933573e+03
-4.238066e-04 1.664537e+03 2.669303e+02 1.842685e+03
-4.313391e-04 1.729151e+03 2.772920e+02 1.914215e+03
-4.404987e-04 1.727331e+03 2.770002e+02 1.912200e+03
-4.539221e-04 1.683383e+03 2.699526e+02 1.863549e+03
-4.690496e-04 1.650844e+03 2.647345e+02 1.827527e+03
-4.850321e-04 1.694956e+03 2.718085e+02 1.876360e+03
-5.085213e-04 1.710300e+03 2.742691e+02 1.893347e+03
-5.343301e-04 1.735689e+03 2.783406e+02 1.921453e+03
-5.523330e-04 1.718429e+03 2.755727e+02 1.902346e+03
-5.601408e-04 1.749876e+03 2.806156e+02 1.937159e+03
-5.711479e-04 1.806690e+03 2.897264e+02 2.000052e+03
-5.896187e-04 1.889186e+03 3.029558e+02 2.091378e+03
-6.125975e-04 1.894330e+03 3.037808e+02 2.097073e+03
-6.334903e-04 1.905617e+03 3.055907e+02 2.109568e+03
-6.750492e-04 1.842153e+03 2.954134e+02 2.039311e+03
-7.406035e-04 1.897008e+03 3.042102e+02 2.100038e+03
-7.883286e-04 1.837842e+03 2.947222e+02 2.034539e+03
-8.429720e-04 1.840826e+03 2.952006e+02 2.037842e+03
-9.445310e-04 1.807273e+03 2.898199e+02 2.000698e+03
-1.067339e-03 1.815241e+03 2.910977e+02 2.009519e+03
-1.173783e-03 1.788366e+03 2.867880e+02 1.979768e+03
-1.357125e-03 1.795604e+03 2.879488e+02 1.987781e+03
-1.624241e-03 1.814668e+03 2.910059e+02 2.008885e+03
-1.864142e-03 1.868807e+03 2.996877e+02 2.068818e+03
-2.057014e-03 1.784950e+03 2.862402e+02 1.975986e+03
-2.328977e-03 1.753124e+03 2.811365e+02 1.940754e+03
-2.745089e-03 1.813936e+03 2.908885e+02 2.008075e+03
-3.108865e-03 1.888508e+03 3.028471e+02 2.090628e+03
