temperature_target_K,n_particles,thermostat,temperature_measured_K,temperature_relative_error,speed_KS_mean,speed_KS_std,component_KS_mean,component_KS_std
100.0,200,langevin,100.14660256295646,0.0014660256295645979,0.06389804890597654,0.02017504133086113,0.062360592882286264,0.011548255677449265
300.0,200,langevin,300.7492725981589,0.0024975753271962733,0.05991802679307333,0.019153317394370217,0.06057910387224212,0.009755014439004886
600.0,200,langevin,605.9575887301773,0.009929314550295582,0.05971182070314402,0.01823950848957679,0.0603008096436624,0.010654586453774496
300.0,10,langevin,312.2147365694337,0.04071578856477894,0.257931194292367,0.07243457148276683,0.25732345459044653,0.050828626145457266
300.0,20,langevin,295.5603072778332,0.014798975740555989,0.1972363426420029,0.059382076748469,0.18892361572761712,0.03321884609594083
300.0,50,langevin,297.0550218634779,0.009816593788406939,0.11866052000079658,0.03792372224701463,0.12101612829896413,0.020160683999794156
300.0,100,langevin,297.25542128938275,0.009148595702057491,0.08652036849521945,0.02600609050474091,0.0852329662264446,0.013142562470174623
300.0,200,nve,304.54492713624126,0.015149757120804186,0.04752347427445593,1.1080392137165638e-08,0.038734887387769534,6.56286119066849e-08
300.0,200,andersen,301.7662741907636,0.005887580635878749,0.06093337090485145,0.018726181954103867,0.05938323916915226,0.010236215215785644
