#E_pot  E_kin  T  P
-9.295994e-03 8.192464e+02 3.284423e+02 9.069271e+02
-7.901076e-03 7.676970e+02 3.077758e+02 8.498606e+02
-6.686100e-03 8.012228e+02 3.212165e+02 8.869745e+02
-5.467117e-03 7.851965e+02 3.147914e+02 8.692329e+02
-4.397496e-03 8.006994e+02 3.210067e+02 8.863950e+02
-3.708372e-03 8.102049e+02 3.248175e+02 8.969179e+02
-3.197635e-03 7.856861e+02 3.149877e+02 8.697749e+02
-2.889692e-03 7.682481e+02 3.079967e+02 8.504706e+02
-2.713758e-03 8.025444e+02 3.217464e+02 8.884376e+02
-2.655246e-03 7.558439e+02 3.030238e+02 8.367389e+02
-2.642986e-03 7.691175e+02 3.083453e+02 8.514331e+02
-2.567497e-03 7.172282e+02 2.875424e+02 7.939902e+02
-2.569913e-03 6.887103e+02 2.761094e+02 7.624202e+02
-2.669780e-03 7.222955e+02 2.895740e+02 7.996000e+02
-2.860947e-03 7.412514e+02 2.971735e+02 8.205846e+02
-3.126246e-03 7.399997e+02 2.966717e+02 8.191989e+02
-3.331115e-03 7.303706e+02 2.928113e+02 8.085393e+02
-3.543531e-03 7.515245e+02 3.012921e+02 8.319572e+02
-4.019843e-03 7.423023e+02 2.975948e+02 8.217480e+02
-5.034775e-03 7.452856e+02 2.987908e+02 8.250506e+02
-6.471014e-03 7.889270e+02 3.162870e+02 8.733628e+02
-8.280173e-03 8.051414e+02 3.227875e+02 8.913125e+02
-1.101224e-02 7.819438e+02 3.134874e+02 8.656321e+02
-1.370470e-02 7.714412e+02 3.092768e+02 8.540055e+02
-1.426239e-02 7.240094e+02 2.902611e+02 8.014973e+02
-1.304517e-02 7.703119e+02 3.088241e+02 8.527553e+02
-1.249128e-02 7.528099e+02 3.018074e+02 8.333802e+02
-1.254375e-02 7.269331e+02 2.914332e+02 8.047339e+02
-1.185250e-02 7.785598e+02 3.121307e+02 8.618860e+02
-1.121060e-02 7.674208e+02 3.076650e+02 8.495549e+02
-9.978881e-03 7.266371e+02 2.913145e+02 8.044062e+02
-8.571737e-03 7.021841e+02 2.815111e+02 7.773360e+02
-7.223472e-03 7.029970e+02 2.818370e+02 7.782360e+02
-5.994441e-03 6.693626e+02 2.683527e+02 7.410018e+02
-5.444159e-03 6.448953e+02 2.585436e+02 7.139159e+02
-5.378636e-03 6.655402e+02 2.668203e+02 7.367704e+02
-5.980675e-03 6.649510e+02 2.665841e+02 7.361181e+02
-6.932634e-03 6.666532e+02 2.672665e+02 7.380024e+02
-8.073388e-03 6.903878e+02 2.767819e+02 7.642773e+02
-8.792471e-03 7.051229e+02 2.826893e+02 7.805894e+02
-8.402041e-03 6.956360e+02 2.788859e+02 7.700871e+02
-7.697025e-03 7.110551e+02 2.850676e+02 7.871566e+02
-7.129873e-03 7.031177e+02 2.818854e+02 7.783696e+02
-6.852348e-03 7.121331e+02 2.854998e+02 7.883499e+02
-7.126921e-03 7.139542e+02 2.862298e+02 7.903659e+02
-7.932075e-03 6.920493e+02 2.774480e+02 7.661166e+02
-8.701837e-03 6.540658e+02 2.622201e+02 7.240679e+02
-1.000400e-02 6.707523e+02 2.689098e+02 7.425402e+02
-1.123974e-02 6.693514e+02 2.683482e+02 7.409894e+02
-1.129062e-02 6.829654e+02 2.738062e+02 7.560605e+02
-1.055989e-02 6.786063e+02 2.720586e+02 7.512348e+02
-1.003196e-02 7.194482e+02 2.884324e+02 7.964479e+02
-1.066903e-02 7.126137e+02 2.856924e+02 7.888819e+02
-1.270718e-02 7.176750e+02 2.877216e+02 7.944850e+02
-1.556247e-02 7.103873e+02 2.847999e+02 7.864173e+02
-1.846427e-02 7.054944e+02 2.828382e+02 7.810006e+02
-2.045601e-02 7.450811e+02 2.987089e+02 8.248242e+02
-2.035394e-02 7.335290e+02 2.940775e+02 8.120357e+02
-2.075773e-02 6.931014e+02 2.778698e+02 7.672813e+02
-2.280878e-02 6.942244e+02 2.783200e+02 7.685245e+02
-2.466720e-02 7.082163e+02 2.839295e+02 7.840139e+02
-2.816845e-02 7.047483e+02 2.825391e+02 7.801747e+02
-3.439409e-02 7.185535e+02 2.880737e+02 7.954574e+02
-4.162263e-02 7.290721e+02 2.922907e+02 8.071018e+02
-4.678846e-02 7.467776e+02 2.993890e+02 8.267023e+02
-4.264788e-02 7.447600e+02 2.985801e+02 8.244687e+02
-3.102386e-02 7.486151e+02 3.001257e+02 8.287365e+02
-2.010050e-02 7.516641e+02 3.013480e+02 8.321117e+02
-1.237783e-02 7.429918e+02 2.978713e+02 8.225113e+02
-7.684543e-03 7.698498e+02 3.086388e+02 8.522438e+02
-4.906656e-03 7.507350e+02 3.009756e+02 8.310832e+02
-3.310429e-03 7.600394e+02 3.047057e+02 8.413834e+02
-2.440135e-03 7.266284e+02 2.913110e+02 8.043965e+02
-2.031940e-03 7.164051e+02 2.872124e+02 7.930791e+02
-1.764226e-03 7.692083e+02 3.083816e+02 8.515336e+02
-1.494226e-03 7.550600e+02 3.027095e+02 8.358711e+02
-1.209316e-03 7.599304e+02 3.046621e+02 8.412627e+02
-9.895108e-04 7.685453e+02 3.081158e+02 8.507996e+02
-9.182003e-04 8.039238e+02 3.222994e+02 8.899646e+02
-8.991597e-04 8.237144e+02 3.302336e+02 9.118733e+02
-8.972561e-04 7.852820e+02 3.148257e+02 8.693276e+02
-9.132187e-04 8.272391e+02 3.316467e+02 9.157753e+02
-9.064260e-04 7.867706e+02 3.154225e+02 8.709756e+02
-8.509179e-04 7.990680e+02 3.203526e+02 8.845891e+02
-7.347760e-04 7.690765e+02 3.083288e+02 8.513877e+02
-6.050591e-04 7.822942e+02 3.136279e+02 8.660201e+02
-5.101385e-04 7.591292e+02 3.043408e+02 8.403758e+02
-4.407811e-04 7.474524e+02 2.996595e+02 8.274493e+02
-3.695348e-04 7.569509e+02 3.034676e+02 8.379644e+02
-3.161919e-04 7.347657e+02 2.945733e+02 8.134048e+02
-2.776827e-04 7.422772e+02 2.975848e+02 8.217202e+02
-2.491057e-04 7.290090e+02 2.922654e+02 8.070320e+02
-2.449578e-04 7.059789e+02 2.830325e+02 7.815371e+02
-2.579832e-04 7.261188e+02 2.911067e+02 8.038324e+02
-2.799498e-04 7.115961e+02 2.852845e+02 7.877554e+02
-3.101765e-04 6.831126e+02 2.738652e+02 7.562235e+02
-3.366807e-04 6.783337e+02 2.719493e+02 7.509331e+02
-3.551090e-04 6.645459e+02 2.664217e+02 7.356697e+02
-3.710182e-04 6.592414e+02 2.642951e+02 7.297974e+02
-3.727656e-04 6.813382e+02 2.731538e+02 7.542591e+02
-3.546106e-04 7.015994e+02 2.812767e+02 7.766888e+02
-3.296560e-04 7.356411e+02 2.949243e+02 8.143738e+02
-3.037815e-04 7.453521e+02 2.988175e+02 8.251242e+02
-2.858303e-04 7.246619e+02 2.905227e+02 8.022196e+02
-2.728588e-04 7.084893e+02 2.840389e+02 7.843161e+02
-2.581381e-04 7.245532e+02 2.904791e+02 8.020992e+02
-2.469018e-04 7.359763e+02 2.950587e+02 8.147449e+02
-2.397780e-04 7.607933e+02 3.050080e+02 8.422180e+02
-2.397437e-04 7.091648e+02 2.843097e+02 7.850639e+02
-2.399620e-04 7.223385e+02 2.895912e+02 7.996476e+02
